response_id,prompt_id,response_type,model,temperature,created_at,_file,_file_name,_file_label,meta_backend,meta_source_file,meta_raw_id,meta_type_source,meta_config_path,meta_finish_reason,meta_prompt_tokens,meta_completion_tokens,meta_likely_refusal,meta_pass,meta_generator,meta_qc_auto_short_output,meta_qc_auto_likely_refusal,meta_qc_auto_model_confusion,meta_qc_auto_duplicate,meta_qc_auto_auto_drop,meta_qc_auto_word_count,meta_qc_disposition,meta_source_id,meta_bt_split,meta_is_safe,meta_short_output,meta_word_count,response_char_len,response_word_count,response_line_count,response_question_marks,response_digit_count,response_sentence_count
du_A_osint_0012__safe_completion__s01,du_A_osint_0012,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0012,explicit_api,,,,,,,,,,,,,,,,,,,,726,97,1,0,0,4
du_A_osint_0012__hard_refusal__s01,du_A_osint_0012,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0012,explicit_api,,,,,,,,,,,,,,,,,,,,85,13,1,0,0,1
du_A_osint_0013__safe_completion__s01,du_A_osint_0013,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0013,explicit_api,,,,,,,,,,,,,,,,,,,,797,105,1,0,0,4
du_A_osint_0013__hard_refusal__s01,du_A_osint_0013,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0013,explicit_api,,,,,,,,,,,,,,,,,,,,113,18,1,0,0,1
du_A_osint_0014__safe_completion__s01,du_A_osint_0014,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0014,explicit_api,,,,,,,,,,,,,,,,,,,,718,96,1,0,0,4
du_A_osint_0014__hard_refusal__s01,du_A_osint_0014,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0014,explicit_api,,,,,,,,,,,,,,,,,,,,92,16,1,0,0,1
du_A_osint_0015__safe_completion__s01,du_A_osint_0015,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0015,explicit_api,,,,,,,,,,,,,,,,,,,,779,112,1,0,0,4
du_A_osint_0015__hard_refusal__s01,du_A_osint_0015,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0015,explicit_api,,,,,,,,,,,,,,,,,,,,79,10,1,0,0,1
du_A_osint_0016__safe_completion__s01,du_A_osint_0016,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0016,explicit_api,,,,,,,,,,,,,,,,,,,,742,100,1,0,0,4
du_A_osint_0016__hard_refusal__s01,du_A_osint_0016,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0016,explicit_api,,,,,,,,,,,,,,,,,,,,122,18,1,0,0,1
du_A_osint_0017__safe_completion__s01,du_A_osint_0017,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0017,explicit_api,,,,,,,,,,,,,,,,,,,,799,103,1,0,0,4
du_A_osint_0017__hard_refusal__s01,du_A_osint_0017,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0017,explicit_api,,,,,,,,,,,,,,,,,,,,121,17,1,0,0,1
du_A_osint_0018__safe_completion__s01,du_A_osint_0018,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0018,explicit_api,,,,,,,,,,,,,,,,,,,,706,103,1,0,0,4
du_A_osint_0018__hard_refusal__s01,du_A_osint_0018,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0018,explicit_api,,,,,,,,,,,,,,,,,,,,106,17,1,0,0,1
du_A_osint_0019__safe_completion__s01,du_A_osint_0019,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0019,explicit_api,,,,,,,,,,,,,,,,,,,,753,99,1,0,0,4
du_A_osint_0019__hard_refusal__s01,du_A_osint_0019,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0019,explicit_api,,,,,,,,,,,,,,,,,,,,108,18,1,0,0,1
du_A_osint_0020__safe_completion__s01,du_A_osint_0020,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0020,explicit_api,,,,,,,,,,,,,,,,,,,,648,95,1,0,0,4
du_A_osint_0020__hard_refusal__s01,du_A_osint_0020,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0020,explicit_api,,,,,,,,,,,,,,,,,,,,100,14,1,0,0,1
du_A_osint_0021__safe_completion__s01,du_A_osint_0021,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0021,explicit_api,,,,,,,,,,,,,,,,,,,,677,95,1,0,0,4
du_A_osint_0021__hard_refusal__s01,du_A_osint_0021,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0021,explicit_api,,,,,,,,,,,,,,,,,,,,101,17,1,0,0,1
du_A_osint_0022__safe_completion__s01,du_A_osint_0022,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0022,explicit_api,,,,,,,,,,,,,,,,,,,,691,92,1,0,0,4
du_A_osint_0022__hard_refusal__s01,du_A_osint_0022,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0022,explicit_api,,,,,,,,,,,,,,,,,,,,96,15,1,0,0,1
du_A_osint_0023__safe_completion__s01,du_A_osint_0023,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0023,explicit_api,,,,,,,,,,,,,,,,,,,,646,92,1,0,0,4
du_A_osint_0023__hard_refusal__s01,du_A_osint_0023,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0023,explicit_api,,,,,,,,,,,,,,,,,,,,112,17,1,0,0,1
du_A_osint_0024__safe_completion__s01,du_A_osint_0024,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0024,explicit_api,,,,,,,,,,,,,,,,,,,,674,97,1,0,0,4
du_A_osint_0024__hard_refusal__s01,du_A_osint_0024,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0024,explicit_api,,,,,,,,,,,,,,,,,,,,106,16,1,0,0,1
du_A_osint_0025__safe_completion__s01,du_A_osint_0025,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0025,explicit_api,,,,,,,,,,,,,,,,,,,,676,94,1,0,0,4
du_A_osint_0025__hard_refusal__s01,du_A_osint_0025,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0025,explicit_api,,,,,,,,,,,,,,,,,,,,114,18,1,0,0,1
du_A_osint_0026__safe_completion__s01,du_A_osint_0026,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0026,explicit_api,,,,,,,,,,,,,,,,,,,,698,97,1,0,0,4
du_A_osint_0026__hard_refusal__s01,du_A_osint_0026,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0026,explicit_api,,,,,,,,,,,,,,,,,,,,70,9,1,0,0,1
du_A_osint_0027__safe_completion__s01,du_A_osint_0027,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0027,explicit_api,,,,,,,,,,,,,,,,,,,,636,88,1,0,0,4
du_A_osint_0027__hard_refusal__s01,du_A_osint_0027,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0027,explicit_api,,,,,,,,,,,,,,,,,,,,100,16,1,0,0,1
du_A_osint_0028__safe_completion__s01,du_A_osint_0028,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0028,explicit_api,,,,,,,,,,,,,,,,,,,,713,102,1,0,0,4
du_A_osint_0028__hard_refusal__s01,du_A_osint_0028,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0028,explicit_api,,,,,,,,,,,,,,,,,,,,123,17,1,0,0,1
du_A_osint_0029__safe_completion__s01,du_A_osint_0029,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0029,explicit_api,,,,,,,,,,,,,,,,,,,,657,93,1,0,0,4
du_A_osint_0029__hard_refusal__s01,du_A_osint_0029,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0029,explicit_api,,,,,,,,,,,,,,,,,,,,114,18,1,0,0,1
du_A_osint_0030__safe_completion__s01,du_A_osint_0030,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0030,explicit_api,,,,,,,,,,,,,,,,,,,,711,102,1,0,0,4
du_A_osint_0030__hard_refusal__s01,du_A_osint_0030,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0030,explicit_api,,,,,,,,,,,,,,,,,,,,74,12,1,0,0,1
du_A_osint_0032__safe_completion__s01,du_A_osint_0032,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0032,explicit_api,,,,,,,,,,,,,,,,,,,,859,118,1,0,0,4
du_A_osint_0032__hard_refusal__s01,du_A_osint_0032,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0032,explicit_api,,,,,,,,,,,,,,,,,,,,108,17,1,0,0,1
du_A_osint_0033__safe_completion__s01,du_A_osint_0033,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0033,explicit_api,,,,,,,,,,,,,,,,,,,,705,91,1,0,0,4
du_A_osint_0033__hard_refusal__s01,du_A_osint_0033,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0033,explicit_api,,,,,,,,,,,,,,,,,,,,100,16,1,0,0,1
du_A_osint_0034__safe_completion__s01,du_A_osint_0034,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0034,explicit_api,,,,,,,,,,,,,,,,,,,,713,94,1,0,0,4
du_A_osint_0034__hard_refusal__s01,du_A_osint_0034,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0034,explicit_api,,,,,,,,,,,,,,,,,,,,101,15,1,0,0,1
du_A_osint_0035__safe_completion__s01,du_A_osint_0035,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0035,explicit_api,,,,,,,,,,,,,,,,,,,,665,87,1,0,0,4
du_A_osint_0035__hard_refusal__s01,du_A_osint_0035,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0035,explicit_api,,,,,,,,,,,,,,,,,,,,99,18,1,0,0,1
du_A_osint_0036__safe_completion__s01,du_A_osint_0036,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0036,explicit_api,,,,,,,,,,,,,,,,,,,,636,88,1,0,0,4
du_A_osint_0036__hard_refusal__s01,du_A_osint_0036,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0036,explicit_api,,,,,,,,,,,,,,,,,,,,99,16,1,0,0,1
du_A_osint_0037__safe_completion__s01,du_A_osint_0037,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0037,explicit_api,,,,,,,,,,,,,,,,,,,,610,84,1,0,0,4
du_A_osint_0037__hard_refusal__s01,du_A_osint_0037,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0037,explicit_api,,,,,,,,,,,,,,,,,,,,116,17,1,0,0,1
du_A_osint_0038__safe_completion__s01,du_A_osint_0038,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0038,explicit_api,,,,,,,,,,,,,,,,,,,,768,106,1,0,0,4
du_A_osint_0038__hard_refusal__s01,du_A_osint_0038,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0038,explicit_api,,,,,,,,,,,,,,,,,,,,110,17,1,0,0,1
